posted_datetime,engagement_score,sentiment_score,like_count,comment_count,share_count,gunluk_post_sayisi,Lag_1_Etkilesim,Lag_2_Etkilesim,Lag_7_Etkilesim,Lag_1_Duygu,Rolling_7_Etkilesim_Ort,Rolling_7_Etkilesim_Std,Rolling_14_Etkilesim_Ort,Rolling_7_Duygu_Ort
2024-06-29,0.27,0.030000000000000027,23194,5300,2140,2,0.20500000000000002,0.6733333333333333,0.44,-0.47,0.5397619047619048,0.2572151941170198,0.49577380952380956,-0.13166666666666668
2024-06-30,0.38666666666666666,0.11166666666666668,61639,17524,7126,6,0.27,0.20500000000000002,0.4633333333333333,0.030000000000000027,0.5288095238095238,0.26258810564744417,0.52125,-0.08571428571428574
2024-07-01,0.44,-0.07500000000000001,56167,11837,3786,4,0.38666666666666666,0.27,0.96,0.11166666666666668,0.4545238095238095,0.18122196918807076,0.5058928571428571,0.030714285714285694
2024-07-02,0.41,0.24,8396,8428,3900,3,0.44,0.38666666666666666,0.5599999999999999,-0.07500000000000001,0.43309523809523803,0.1754476511865526,0.49392857142857144,-0.01880952380952383
2024-07-03,0.682,0.09599999999999999,37063,8235,8872,5,0.41,0.44,0.6466666666666666,0.24,0.43814285714285717,0.18296345082727392,0.5037142857142858,0.040619047619047596
2024-07-04,0.94,-0.37,5658,413,2078,1,0.682,0.41,0.6733333333333333,0.09599999999999999,0.47623809523809524,0.254047583344488,0.5576428571428571,-0.0624761904761905
2024-07-05,0.36999999999999994,-0.4766666666666666,23998,6252,3629,3,0.94,0.682,0.20500000000000002,-0.37,0.49980952380952376,0.23132523658123663,0.5319285714285714,-0.06342857142857145
2024-07-06,0.65,0.525,20017,4888,2258,2,0.36999999999999994,0.94,0.27,-0.4766666666666666,0.5540952380952381,0.21220445367317406,0.5469285714285714,0.007285714285714269
2024-07-07,0.78,-0.16999999999999998,26547,6490,4431,2,0.65,0.36999999999999994,0.38666666666666666,0.525,0.6102857142857143,0.21255721918714413,0.5695476190476191,-0.03295238095238097
2024-07-08,0.6428571428571429,0.11714285714285715,59428,16543,9989,7,0.78,0.65,0.44,-0.16999999999999998,0.639265306122449,0.19885856985960804,0.5468945578231292,-0.005503401360544234
2024-07-09,0.47750000000000004,-0.55,48983,8625,4757,4,0.6428571428571429,0.78,0.41,0.11714285714285715,0.6489081632653061,0.1871821419794003,0.5410017006802721,-0.11836054421768709
2024-07-10,0.17666666666666667,0.27666666666666667,33557,2707,5517,3,0.47750000000000004,0.6428571428571429,0.682,-0.55,0.57671768707483,0.2567942214883903,0.5074302721088435,-0.09255102040816328
2024-07-11,0.56,0.18666666666666668,24542,8214,4799,3,0.17666666666666667,0.47750000000000004,0.94,0.27666666666666667,0.5224319727891157,0.20138541154018977,0.49933503401360546,-0.013027210884353756
2024-07-12,0.592,0.14,59177,13842,7033,5,0.56,0.17666666666666667,0.36999999999999994,0.18666666666666668,0.5541462585034014,0.19056938217717062,0.5269778911564627,0.07506802721088433
2024-07-13,0.7399999999999999,0.3333333333333333,40653,5771,5250,3,0.592,0.56,0.65,0.14,0.5670034013605442,0.20087171161074263,0.5605493197278911,0.04768707482993196
2024-07-14,0.595,-0.012499999999999983,18016,12491,5284,4,0.7399999999999999,0.592,0.78,0.3333333333333333,0.5405748299319727,0.17917572377496319,0.5754302721088436,0.07018707482993196
2024-07-15,,,0,0,0,0,0.595,0.7399999999999999,0.6428571428571429,-0.012499999999999983,,,,
2024-07-16,0.4466666666666667,0.19166666666666665,58119,7772,7071,6,,0.595,0.47750000000000004,,,,,
2024-07-17,0.6900000000000001,-0.15,33867,12139,6488,3,0.4466666666666667,,0.17666666666666667,0.19166666666666665,,,,
2024-07-18,0.0,-0.19,226,2026,0,1,0.6900000000000001,0.4466666666666667,0.56,-0.15,,,,
2024-07-19,0.5740000000000001,0.21200000000000002,38038,12479,6456,5,0.0,0.6900000000000001,0.592,-0.19,,,,
2024-07-20,0.63,-0.4033333333333333,36265,5534,5103,3,0.5740000000000001,0.0,0.7399999999999999,0.21200000000000002,,,,
2024-07-21,0.328,-0.352,38716,9300,7343,5,0.63,0.5740000000000001,0.595,-0.4033333333333333,,,,
2024-07-22,0.5525,-0.305,87617,22860,10420,8,0.328,0.63,,-0.352,0.46016666666666667,0.23542650421923353,,-0.1423809523809524
2024-07-23,0.2,0.019999999999999997,43217,8633,7460,5,0.5525,0.328,0.4466666666666667,-0.305,0.4249285714285715,0.25539714638372957,,-0.16690476190476192
2024-07-24,0.32,-0.66,19477,1115,1230,1,0.2,0.5525,0.6900000000000001,0.019999999999999997,0.3720714285714286,0.22823825792568622,,-0.23976190476190481
2024-07-25,0.426,-0.30200000000000005,71311,12507,7631,5,0.32,0.2,0.0,-0.66,0.43292857142857144,0.15869373768662773,,-0.2557619047619048
2024-07-26,0.67,0.025,8774,2869,4302,2,0.426,0.32,0.5740000000000001,-0.30200000000000005,0.4466428571428572,0.17610951003227904,,-0.2824761904761905
2024-07-27,0.425,0.3875,45777,11024,5479,4,0.67,0.426,0.63,0.025,0.41735714285714287,0.15648874141763677,,-0.16950000000000004
2024-07-28,0.5583333333333333,0.26666666666666666,78234,21604,6286,6,0.425,0.67,0.328,0.3875,0.45026190476190475,0.15876758745221486,,-0.08111904761904765
2024-07-29,0.245,0.24,25023,6183,410,2,0.5583333333333333,0.425,0.5525,0.26666666666666666,0.4063333333333334,0.16803504925395044,0.4332500000000001,-0.003261904761904799
2024-07-30,0.41,-0.48,18857,1315,5358,3,0.245,0.5583333333333333,0.2,0.24,0.4363333333333333,0.14174781989309146,0.43063095238095234,-0.07469047619047622
2024-07-31,0.7,0.495,27716,4120,3757,2,0.41,0.245,0.32,-0.48,0.4906190476190476,0.16120006301940545,0.4313452380952381,0.09030952380952377
2024-08-01,0.356,0.26599999999999996,43257,7664,5308,5,0.7,0.41,0.426,0.495,0.4806190476190476,0.16790842175197182,0.45677380952380947,0.1714523809523809
2024-08-02,0.45,-0.14,16252,4246,990,1,0.356,0.7,0.67,0.26599999999999996,0.4491904761904762,0.14566944532600914,0.44791666666666663,0.14788095238095236
2024-08-03,0.79,-0.17500000000000002,27080,9146,214,2,0.45,0.356,0.425,-0.14,0.5013333333333334,0.19315422738204713,0.4593452380952381,0.06752380952380947
2024-08-04,0.5499999999999999,-0.6266666666666666,34356,10425,6017,3,0.79,0.45,0.5583333333333333,-0.17500000000000002,0.5001428571428571,0.19276966269914686,0.47520238095238093,-0.060095238095238125
2024-08-05,0.68,0.26999999999999996,15122,12346,5767,3,0.5499999999999999,0.79,0.245,-0.6266666666666666,0.5622857142857143,0.16491383031320198,0.48430952380952386,-0.055809523809523844
2024-08-06,0.27,-0.5933333333333334,26626,13709,6455,3,0.68,0.5499999999999999,0.41,0.26999999999999996,0.5422857142857144,0.19262200833559542,0.4893095238095238,-0.07200000000000004
2024-08-07,0.265,-0.63,12031,5296,3715,2,0.27,0.68,0.7,-0.5933333333333334,0.48014285714285715,0.20314233808787735,0.4853809523809524,-0.2327142857142858
2024-08-08,0.2,0.1,17126,2239,2709,1,0.265,0.27,0.356,-0.63,0.45785714285714285,0.22627153935881866,0.4692380952380952,-0.2564285714285715
2024-08-09,0.15,-0.82,18275,3169,1026,1,0.2,0.265,0.45,0.1,0.41500000000000004,0.254640269137987,0.4320952380952381,-0.3535714285714286
2024-08-10,0.6033333333333334,0.29666666666666663,35929,6821,5091,3,0.15,0.2,0.79,-0.82,0.3883333333333333,0.21560638003340912,0.44483333333333336,-0.2861904761904763
2024-08-11,0.42,-0.755,15504,4541,4024,2,0.6033333333333334,0.15,0.5499999999999999,0.29666666666666663,0.3697619047619048,0.2046822934936995,0.4349523809523809,-0.30452380952380953
2024-08-12,0.634,0.53,43461,15189,7239,5,0.42,0.6033333333333334,0.68,-0.755,0.36319047619047623,0.19349455510980795,0.4627380952380952,-0.26738095238095244
2024-08-13,0.45999999999999996,-0.24333333333333332,38581,12815,9794,6,0.634,0.42,0.27,0.53,0.3903333333333333,0.19155997030231015,0.4663095238095239,-0.21738095238095242
2024-08-14,0.12,0.040000000000000036,27094,7198,2234,2,0.45999999999999996,0.634,0.265,-0.24333333333333332,0.36961904761904757,0.21390785733247647,0.42488095238095236,-0.12166666666666669
2024-08-15,0.96,-0.5,11,4116,2350,1,0.12,0.45999999999999996,0.2,0.040000000000000036,0.47819047619047617,0.292062832987524,0.4680238095238095,-0.2073809523809524
2024-08-16,0.5599999999999999,-0.155,49164,16612,10805,6,0.96,0.12,0.15,-0.5,0.5367619047619047,0.2538942411995313,0.4758809523809524,-0.1123809523809524
2024-08-17,0.53,-0.08750000000000001,43271,12033,6892,4,0.5599999999999999,0.96,0.6033333333333334,-0.155,0.5262857142857144,0.2521968241180649,0.4573095238095238,-0.16726190476190478
2024-08-18,0.6366666666666666,0.45999999999999996,24654,8033,4609,3,0.53,0.5599999999999999,0.42,-0.08750000000000001,0.5572380952380952,0.25026665144480786,0.46349999999999997,0.006309523809523788
2024-08-19,0.18,-0.0049999999999999975,19316,7625,3288,2,0.6366666666666666,0.53,0.634,0.45999999999999996,0.4923809523809524,0.2836580772019452,0.42778571428571427,-0.07011904761904765
2024-08-20,0.815,-0.4,14325,8439,3577,2,0.18,0.6366666666666666,0.45999999999999996,-0.0049999999999999975,0.5430952380952381,0.307625958200426,0.4667142857142857,-0.09250000000000003
2024-08-21,0.5033333333333333,0.5033333333333333,25501,8415,4883,3,0.815,0.18,0.12,-0.4,0.5978571428571428,0.24812018124010898,0.48373809523809524,-0.026309523809523845
2024-08-22,0.19333333333333333,0.5566666666666666,30799,6466,6323,3,0.5033333333333333,0.815,0.96,0.5033333333333333,0.48833333333333334,0.23018309942143705,0.4832619047619048,0.1246428571428571
2024-08-23,0.65,-0.58,11827,3799,222,1,0.19333333333333333,0.5033333333333333,0.5599999999999999,0.5566666666666666,0.5011904761904762,0.23725809178277157,0.5189761904761905,0.06392857142857138
2024-08-24,0.53,-0.03250000000000003,26929,9984,5316,4,0.65,0.19333333333333333,0.53,-0.58,0.5011904761904763,0.23725809178277157,0.5137380952380952,0.07178571428571424
2024-08-25,0.62,-0.24666666666666667,16741,10528,3079,3,0.53,0.65,0.6366666666666666,-0.03250000000000003,0.4988095238095238,0.23575079883945058,0.5280238095238096,-0.029166666666666702
2024-08-26,0.475,-0.09,33757,8216,1952,2,0.62,0.53,0.18,-0.24666666666666667,0.540952380952381,0.19147056911175375,0.5166666666666666,-0.041309523809523845
2024-08-27,0.575,0.025,22158,1614,2362,2,0.475,0.62,0.815,-0.09,0.5066666666666667,0.1515445173562564,0.5248809523809524,0.019404761904761873
2024-08-28,0.5499999999999999,-0.2285714285714286,63173,16627,7632,7,0.575,0.475,0.5033333333333333,0.025,0.5133333333333333,0.1523975065412816,0.5555952380952381,-0.08515306122448983
2024-08-29,0.36,-0.138,61651,18425,6865,5,0.5499999999999999,0.575,0.19333333333333333,-0.2285714285714286,0.5371428571428571,0.09703337668285182,0.5127380952380952,-0.18439115646258505
2024-08-30,0.4,0.82,19906,1676,2688,1,0.36,0.5499999999999999,0.65,-0.138,0.5014285714285714,0.09454779592505398,0.5013095238095238,0.01560884353741492
2024-08-31,0.488,0.5439999999999999,66743,16200,5985,5,0.4,0.36,0.53,0.82,0.4954285714285714,0.09376185639312844,0.4983095238095238,0.09796598639455777
2024-09-01,0.43857142857142856,-0.3114285714285714,76910,10000,9537,7,0.488,0.4,0.62,0.5439999999999999,0.46951020408163263,0.07720111808532791,0.48415986394557825,0.08871428571428568
2024-09-02,0.345,-0.30000000000000004,49018,11621,7917,4,0.43857142857142856,0.488,0.475,-0.3114285714285714,0.45093877551020406,0.09020203540634675,0.4959455782312925,0.05871428571428567
2024-09-03,0.37999999999999995,0.18500000000000003,42359,11313,4762,4,0.345,0.43857142857142856,0.575,-0.30000000000000004,0.4230816326530612,0.07419279248521311,0.46487414965986396,0.08157142857142853
2024-09-04,0.665,0.24000000000000002,25017,5134,2217,2,0.37999999999999995,0.345,0.5499999999999999,0.18500000000000003,0.43951020408163266,0.11072064059005575,0.47642176870748293,0.14851020408163262
2024-09-05,0.57,0.17999999999999997,32309,6213,4943,3,0.665,0.37999999999999995,0.36,0.24000000000000002,0.46951020408163263,0.11398835890983815,0.5033265306122449,0.19393877551020403
2024-09-06,0.6233333333333334,0.19333333333333336,42400,8613,4547,3,0.57,0.665,0.4,0.17999999999999997,0.5014149659863946,0.12224603987973547,0.501421768707483,0.10441496598639453
2024-09-07,0.5660000000000001,-0.248,51592,8985,10904,5,0.6233333333333334,0.57,0.488,0.19333333333333336,0.5125578231292517,0.12435613377624159,0.5039931972789116,-0.008727891156462596
2024-09-08,0.41,0.22333333333333336,26403,6395,6104,3,0.5660000000000001,0.6233333333333334,0.43857142857142856,-0.248,0.5084761904761905,0.12761543171849699,0.48899319727891155,0.06766666666666665
2024-09-09,0.6333333333333333,0.38666666666666666,32787,3400,949,3,0.41,0.5660000000000001,0.345,0.22333333333333336,0.5496666666666666,0.11158139364341817,0.5003027210884354,0.16576190476190475
2024-09-10,0.6133333333333333,0.8033333333333333,23909,8471,3348,3,0.6333333333333333,0.41,0.37999999999999995,0.38666666666666666,0.583,0.08385635866700264,0.5030408163265306,0.2540952380952381
2024-09-11,0.6733333333333333,0.2066666666666667,37780,9272,5410,3,0.6133333333333333,0.6333333333333333,0.665,0.8033333333333333,0.5841904761904761,0.08526187484208521,0.5118503401360545,0.24933333333333332
2024-09-12,0.61,0.020000000000000004,41343,11280,3658,4,0.6733333333333333,0.6133333333333333,0.57,0.2066666666666667,0.5899047619047619,0.08549241124773879,0.5297074829931973,0.22647619047619047
2024-09-13,0.275,0.41500000000000004,27319,5387,3060,2,0.61,0.6733333333333333,0.6233333333333334,0.020000000000000004,0.5401428571428571,0.14408766070782736,0.5207789115646259,0.2581428571428571
2024-09-14,0.4414285714285714,-0.4657142857142857,72152,21159,8263,7,0.275,0.61,0.5660000000000001,0.41500000000000004,0.5223469387755102,0.1480014522468781,0.517452380952381,0.22704081632653056
2024-09-15,0.22999999999999998,0.146,58366,11697,8965,5,0.4414285714285714,0.275,0.41,-0.4657142857142857,0.4966326530612245,0.182411122528992,0.5025544217687075,0.21599319727891156
2024-09-16,0.41333333333333333,-0.09333333333333334,43064,6661,3450,3,0.22999999999999998,0.4414285714285714,0.6333333333333333,0.146,0.46520408163265303,0.17367609732857484,0.5074353741496599,0.14742176870748297
2024-09-17,0.6666666666666666,-0.020000000000000028,21849,9218,1961,3,0.41333333333333333,0.22999999999999998,0.6133333333333333,-0.09333333333333334,0.4728231292517006,0.18221730134308603,0.5279115646258503,0.029802721088435364
2024-09-18,0.39,0.98,18261,4341,549,1,0.6666666666666666,0.41333333333333333,0.6733333333333333,-0.020000000000000028,0.43234693877551017,0.16041921345985632,0.5082687074829931,0.14027891156462582
2024-09-19,,,0,0,0,0,0.39,0.6666666666666666,0.61,0.98,,,,
2024-09-20,0.4666666666666666,-0.26333333333333336,40990,5315,7895,3,,0.39,0.275,,,,,
2024-09-21,0.3466666666666667,0.6433333333333333,30121,6624,6484,3,0.4666666666666666,,0.4414285714285714,-0.26333333333333336,,,,
2024-09-22,,,0,0,0,0,0.3466666666666667,0.4666666666666666,0.22999999999999998,0.6433333333333333,,,,
2024-09-23,0.3525,-0.0875,36556,8843,7530,4,,0.3466666666666667,0.41333333333333333,,,,,
2024-09-24,0.4325,0.035,20685,5182,4680,4,0.3525,,0.6666666666666666,-0.0875,,,,
2024-09-25,0.18333333333333332,-0.0733333333333333,36855,8064,4599,3,0.4325,0.3525,0.39,0.035,,,,
2024-09-26,0.36,-0.49,16385,3799,501,1,0.18333333333333332,0.4325,,-0.0733333333333333,,,,
2024-09-27,0.46499999999999997,0.48000000000000004,21246,5757,2183,2,0.36,0.18333333333333332,0.4666666666666666,-0.49,,,,
2024-09-28,0.07,0.45499999999999996,17408,5627,1005,2,0.46499999999999997,0.36,0.3466666666666667,0.48000000000000004,,,,
2024-09-29,0.28,-0.15000000000000002,19285,7200,2187,2,0.07,0.46499999999999997,,0.45499999999999996,0.3061904761904762,0.1401073143123123,,0.024166666666666645
2024-09-30,0.26,0.49,6188,1457,1582,1,0.28,0.07,0.3525,-0.15000000000000002,0.29297619047619045,0.13937181913232494,,0.10666666666666665
2024-10-01,0.1,-0.81,13256,3210,1609,1,0.26,0.28,0.4325,0.49,0.24547619047619046,0.1405502226229632,,-0.014047619047619087
2024-10-02,0.72,0.105,33390,3134,2588,2,0.1,0.26,0.18333333333333332,-0.81,0.3221428571428571,0.2231191225716488,,0.011428571428571394
2024-10-03,0.525,-0.2375,42349,5006,5697,4,0.72,0.1,0.36,0.105,0.3457142857142857,0.23612194186176566,,0.047499999999999966
2024-10-04,0.29500000000000004,-0.05500000000000005,11408,7901,2448,2,0.525,0.72,0.46499999999999997,-0.2375,0.32142857142857145,0.23048344636354828,,-0.028928571428571477
2024-10-05,0.14,-0.9,9039,464,1002,1,0.29500000000000004,0.525,0.07,-0.05500000000000005,0.33142857142857146,0.21898847545236708,,-0.22250000000000006
2024-10-06,0.56,0.305,51630,11198,6818,4,0.14,0.29500000000000004,0.28,-0.9,0.37142857142857144,0.23314363036753127,0.3388095238095238,-0.15750000000000003
2024-10-07,0.47000000000000003,0.318,52525,11350,5575,5,0.56,0.14,0.26,0.305,0.4014285714285715,0.22990422436517366,0.34720238095238093,-0.1820714285714286
2024-10-08,0.6616666666666667,0.24666666666666667,34332,17039,9583,6,0.47000000000000003,0.56,0.1,0.318,0.48166666666666674,0.20368821489936217,0.36357142857142855,-0.031119047619047654
2024-10-09,0.47285714285714286,-0.21285714285714286,58104,20034,12816,7,0.6616666666666667,0.47000000000000003,0.72,0.24666666666666667,0.4463605442176871,0.17487257612741366,0.3842517006802722,-0.07652721088435377
2024-10-10,0.34,-0.5,3542,3946,261,1,0.47285714285714286,0.6616666666666667,0.525,-0.21285714285714286,0.41993197278911565,0.17498648659010158,0.3828231292517007,-0.11402721088435376
2024-10-11,0.18,-0.42000000000000004,25376,9189,4059,2,0.34,0.47285714285714286,0.29500000000000004,-0.5,0.40350340136054424,0.1931284939110477,0.36246598639455785,-0.1661700680272109
2024-10-12,0.4533333333333333,-0.13000000000000003,46729,11305,4670,3,0.18,0.34,0.14,-0.42000000000000004,0.44826530612244897,0.154280736391239,0.3898469387755102,-0.05617006802721092
2024-10-13,0.16999999999999998,-0.012500000000000011,25437,11912,6705,4,0.4533333333333333,0.18,0.56,-0.13000000000000003,0.39255102040816325,0.1760840902691458,0.3819897959183674,-0.10152721088435378
2024-10-14,0.46,0.54,2184,4494,2519,2,0.16999999999999998,0.4533333333333333,0.47000000000000003,-0.012500000000000011,0.39112244897959186,0.1753902200662633,0.39627551020408164,-0.06981292517006807
2024-10-15,0.4633333333333333,0.16,30943,7231,1225,3,0.46,0.16999999999999998,0.6616666666666667,0.54,0.36278911564625854,0.13599704005366378,0.42222789115646264,-0.08219387755102044
2024-10-16,0.5780000000000001,0.22000000000000003,54073,11821,5525,5,0.4633333333333333,0.46,0.47285714285714286,0.16,0.3778095238095238,0.15470005113155427,0.4120850340136055,-0.02035714285714288
2024-10-17,0.5333333333333333,0.09666666666666668,37854,6497,4114,3,0.5780000000000001,0.4633333333333333,0.34,0.22000000000000003,0.4054285714285714,0.16381445175311715,0.41268027210884356,0.06488095238095236
2024-10-18,0.63,-0.895,24424,4558,2742,2,0.5333333333333333,0.5780000000000001,0.18,0.09666666666666668,0.46971428571428575,0.14815350254874227,0.436608843537415,-0.0029761904761904973
2024-10-19,0.67,-0.010000000000000009,21465,4984,3888,2,0.63,0.5333333333333333,0.4533333333333333,-0.895,0.5006666666666667,0.16574902938099115,0.4744659863945579,0.014166666666666649
2024-10-20,0.51,0.023333333333333334,99110,17041,7633,6,0.67,0.63,0.16999999999999998,-0.010000000000000009,0.5492380952380953,0.08069368562329349,0.4708945578231293,0.01928571428571427
2024-10-21,0.86,0.16,8266,3787,1863,1,0.51,0.67,0.46,0.023333333333333334,0.6063809523809524,0.13217488815278486,0.49875170068027214,-0.03500000000000002
2024-10-22,0.565,-0.545,6924,6395,2627,2,0.86,0.51,0.4633333333333333,0.16,0.620904761904762,0.11873947739510922,0.49184693877551017,-0.13571428571428573
2024-10-23,0.17,0.84,9711,4016,768,1,0.565,0.86,0.5780000000000001,-0.545,0.5626190476190477,0.20908056471055023,0.47021428571428575,-0.04714285714285717
2024-10-24,0.62,-0.71,7367,4703,1333,1,0.17,0.565,0.5333333333333333,0.84,0.5750000000000001,0.2096226768903277,0.49021428571428566,-0.16238095238095243
2024-10-25,0.8166666666666668,-0.31,13864,8690,1135,3,0.62,0.17,0.63,-0.71,0.6016666666666667,0.22878301218986252,0.5356904761904763,-0.07880952380952386
2024-10-26,0.725,-0.03500000000000003,25224,6315,2575,2,0.8166666666666668,0.62,0.67,-0.31,0.6095238095238095,0.2324362004972277,0.5550952380952381,-0.08238095238095242
2024-10-27,0.7925,0.014999999999999958,40816,8560,4289,4,0.725,0.8166666666666668,0.51,-0.03500000000000003,0.6498809523809523,0.2367607542687448,0.5995595238095238,-0.08357142857142862
2024-10-28,0.5299999999999999,0.2066666666666667,7539,7545,2718,3,0.7925,0.725,0.86,0.014999999999999958,0.6027380952380952,0.22022647974517617,0.6045595238095238,-0.07690476190476195
2024-10-29,0.7025,0.565,35231,6393,7672,4,0.5299999999999999,0.7925,0.565,0.2066666666666667,0.6223809523809525,0.2224206207609418,0.6216428571428573,0.08166666666666662
2024-10-30,0.455,-0.125,29403,6357,1088,2,0.7025,0.5299999999999999,0.17,0.565,0.6630952380952381,0.13452997246734172,0.6128571428571429,-0.056190476190476235
2024-10-31,0.3833333333333333,0.013333333333333334,16723,7085,4534,3,0.455,0.7025,0.62,-0.125,0.6292857142857143,0.1717545814334698,0.6021428571428571,0.04714285714285709
2024-11-01,0.4366666666666667,0.39666666666666667,33710,7788,7017,3,0.3833333333333333,0.455,0.8166666666666668,0.013333333333333334,0.5750000000000001,0.1624601090638471,0.5883333333333333,0.14809523809523806
2024-11-02,0.5399999999999999,0.172,65632,15476,8035,5,0.4366666666666667,0.3833333333333333,0.725,0.39666666666666667,0.5485714285714286,0.14843373185136446,0.5790476190476189,0.1776666666666666
2024-11-03,0.10333333333333335,0.6266666666666666,35403,5618,5198,3,0.5399999999999999,0.4366666666666667,0.7925,0.172,0.45011904761904764,0.1839751571968572,0.55,0.265047619047619
2024-11-04,0.735,-0.0050000000000000044,8578,4850,3474,2,0.10333333333333335,0.5399999999999999,0.5299999999999999,0.6266666666666666,0.47940476190476194,0.21285901822617603,0.5410714285714285,0.23480952380952375
2024-11-05,0.5333333333333333,0.45,19801,4922,3202,3,0.735,0.10333333333333335,0.7025,-0.0050000000000000044,0.4552380952380952,0.1918777305787812,0.5388095238095238,0.21838095238095234
2024-11-06,0.44800000000000006,0.096,28910,17601,5253,5,0.5333333333333333,0.735,0.455,0.45,0.4542380952380953,0.19189741803270544,0.5586666666666666,0.2499523809523809
2024-11-07,0.81,0.06,1756,1242,611,1,0.44800000000000006,0.5333333333333333,0.3833333333333333,0.096,0.5151904761904762,0.2296665745156126,0.5722380952380952,0.2566190476190476
2024-11-08,0.522,0.426,47382,11292,7814,5,0.81,0.44800000000000006,0.4366666666666667,0.06,0.5273809523809524,0.22705378939895118,0.5511904761904762,0.26080952380952377
2024-11-09,0.49,-0.05,34013,8722,4195,4,0.522,0.81,0.5399999999999999,0.426,0.5202380952380953,0.22737688685802843,0.5344047619047619,0.22909523809523805
2024-11-10,0.33499999999999996,-0.575,4599,1826,1879,2,0.49,0.522,0.10333333333333335,-0.05,0.5533333333333333,0.1648423489276953,0.5017261904761905,0.0574285714285714
2024-11-11,0.48666666666666664,0.16666666666666666,14762,11659,4233,3,0.33499999999999996,0.49,0.735,-0.575,0.5178571428571429,0.14472372877989859,0.4986309523809524,0.08195238095238092
2024-11-12,0.5175,0.22,34666,5884,4496,4,0.48666666666666664,0.33499999999999996,0.5333333333333333,0.16666666666666666,0.5155952380952381,0.14456518000487267,0.4854166666666667,0.04909523809523807
2024-11-13,0.38000000000000006,-0.5499999999999999,31396,11024,1530,3,0.5175,0.48666666666666664,0.44800000000000006,0.22,0.5058809523809523,0.15195993362913585,0.4800595238095239,-0.04319047619047621
2024-11-14,0.495,-0.7150000000000001,26967,3315,4443,2,0.38000000000000006,0.5175,0.81,-0.5499999999999999,0.4608809523809524,0.0730364390463504,0.4880357142857143,-0.15390476190476193
2024-11-15,0.4066666666666667,-0.61,18977,8584,5166,3,0.495,0.38000000000000006,0.522,-0.7150000000000001,0.4444047619047619,0.06989197068431646,0.4858928571428572,-0.3019047619047619
2024-11-16,0.782,0.050000000000000024,49562,15399,6271,5,0.4066666666666667,0.495,0.49,-0.61,0.4861190476190477,0.14664036109695516,0.5031785714285715,-0.28761904761904766
2024-11-17,0.49,0.745,20004,3617,3577,2,0.782,0.4066666666666667,0.33499999999999996,0.050000000000000024,0.5082619047619048,0.13087291889260685,0.530797619047619,-0.09904761904761905
2024-11-18,0.5800000000000001,-0.5166666666666667,15105,7822,5688,3,0.49,0.782,0.48666666666666664,0.745,0.5215952380952381,0.1330425251266056,0.5197261904761905,-0.1966666666666667
2024-11-19,0.6000000000000001,0.415,25089,2770,1199,2,0.5800000000000001,0.49,0.5175,-0.5166666666666667,0.5333809523809524,0.136235149183373,0.5244880952380953,-0.16880952380952383
2024-11-20,0.86,-0.13499999999999998,20680,3418,5698,2,0.6000000000000001,0.5800000000000001,0.38000000000000006,0.415,0.6019523809523809,0.1641138300276653,0.5539166666666667,-0.10952380952380956
2024-11-21,0.458,0.096,67160,12527,3011,5,0.86,0.6000000000000001,0.495,-0.13499999999999998,0.5966666666666667,0.1686653491384647,0.5287738095238096,0.006333333333333302
2024-11-22,0.47750000000000004,0.07500000000000001,46038,5669,5058,4,0.458,0.86,0.4066666666666667,0.096,0.6067857142857144,0.15709441352863246,0.5255952380952381,0.10419047619047617
2024-11-23,0.06,-0.37,8504,1334,2382,1,0.47750000000000004,0.458,0.782,0.07500000000000001,0.5036428571428572,0.23870391602110236,0.4948809523809524,0.044190476190476155
2024-11-24,,,0,0,0,0,0.06,0.47750000000000004,0.49,-0.37,,,,
2024-11-25,0.41500000000000004,-0.165,34707,13193,5993,4,,0.06,0.5800000000000001,,,,,
2024-11-26,0.5966666666666667,0.30833333333333335,61837,17925,12580,6,0.41500000000000004,,0.6000000000000001,-0.165,,,,
2024-11-27,0.5825,0.155,31718,6565,3198,4,0.5966666666666667,0.41500000000000004,0.86,0.30833333333333335,,,,
2024-11-28,0.26,0.49,16410,573,2035,1,0.5825,0.5966666666666667,0.458,0.155,,,,
2024-11-29,0.5233333333333333,-0.5066666666666667,42049,6970,4796,3,0.26,0.5825,0.47750000000000004,0.49,,,,
2024-11-30,0.45,0.366,65420,13347,10443,5,0.5233333333333333,0.26,0.06,-0.5066666666666667,,,,
2024-12-01,0.34833333333333333,-0.034999999999999996,45436,10755,8817,6,0.45,0.5233333333333333,,0.366,0.4536904761904762,0.12383518125477086,,0.08752380952380949
2024-12-02,,,0,0,0,0,0.34833333333333333,0.45,0.41500000000000004,-0.034999999999999996,,,,
2024-12-03,0.5599999999999999,0.2366666666666667,27977,6518,3373,3,,0.34833333333333333,0.5966666666666667,,,,,
2024-12-04,0.675,-0.43,22629,7721,7434,4,0.5599999999999999,,0.5825,0.2366666666666667,,,,
2024-12-05,0.45999999999999996,-0.49,25393,8866,4330,3,0.675,0.5599999999999999,0.26,-0.43,,,,
2024-12-06,0.68,0.19,4891,357,2724,1,0.45999999999999996,0.675,0.5233333333333333,-0.49,,,,
2024-12-07,0.5866666666666667,0.17333333333333334,34867,3791,8319,3,0.68,0.45999999999999996,0.45,0.19,,,,
